mentions_count,name
37,Cherif Chekatt
33,Theresa May
30,Eric Cottier
26,Santa Claus
26,Le Matin
23,Johann Schneider-Ammann
17,Simonetta Sommaruga
16,Teresa May
16,Viola Amherd
16,Laurent Wehrli
15,Meng Wanzhou
14,Messina Denaro
12,John Milton
12,George Godel
12,Claude Brodard
11,Bernhard Galliker
11,Renate Senn
10,Christophe Castaner
10,Frederik Paulsen
9,Laurent Nunez
9,Frank Urbaniok
9,Michael Kovrig
9,Stefan Meier
9,Donald Trump
8,Nicolas Emmanuel
8,Hiltrud Dorothea Werner
8,Jawad Bendaoud
8,Nathalie Fontanet
8,Christian Levrat
8,Laargauer Zeitung
