mentions_count,name
146,Donald Trump
61,Stormy Daniels
41,Yannick Buttet
37,Claude Chabrol
36,Jesse Hughes
35,Mark Branson
34,Kim Jong
30,Mt White
29,Le Matin
27,Cambridge Analytica
27,Ananas Roch
26,Mohamed Farah
26,Michael Cohen
25,Shinzō Abe
25,Mark Zuckerberg
25,Alexander Djouhri
25,Daniel Pittet
22,Mount White
21,Thomas Niggl
20,Brown Linda
20,Latifa Ziaten
20,Carles Puigdemont
19,Linda Brown
17,Tayyip Erdogan
16,Nuria Gorrite
16,Ibn Ziaten
16,Yves Mirabaud
15,Lana Del Rey
15,Marko Djuric
15,Keith Raniere
