mentions_count,name
228,Vladimir Putin
115,Stephen Hawking
80,Andreas Tobler
47,Boris Yeltsin
46,Donald Trump
30,Tariq Ramadan
28,Frente Amplio
28,Andrew Mccabe
28,Cambridge Analytica
25,El Isa
24,Marielle Franco
20,Mona El Isa
19,Tayyip Erdogan
18,Switzers Partnersuchende
17,Carles Puigdemont
16,Peter Holenstein
16,Burri Follath
15,Bernd Lapp
14,Gérard Depardieu
14,Vladimir Zhirinovsky
13,Christoph Neuhaus
13,Eric Hoesli
12,Tom Cruise
12,Andreas Kunz
12,Nicolas Maduro
12,Bernhard Burgener
12,Canton Ticino
12,Barack Obama
12,Alec Baldwin
