mentions_count,name
134,Tariq Ramadan
99,Stefanie Christian
39,Sean Gallup
38,Suu Kyi
36,A Gerald Cordonier
36,François Hollande
35,Gerald Cordonier
32,Le Matin
30,Salah Abdeslam
26,Carles Puigdemont
26,Thomas Fabius
20,Migros Aar
18,Square Franois Holland
18,Holland Sarkozy
17,A Laurent Antonoff
16,Mariano Rajoy
15,Rudolf Diesel
15,Engl Weber
13,Islamologist Tariq Ramadan
13,Roberto Balzaretti
12,Mauro Poggia
12,Theresa May
12,Robert Green
12,Jim Carrey
12,Anja Wyden
12,Lausanne Karim
12,Yannick Meylan
11,Didier Burkhalter
11,Islamologist Geneva
