mentions_count,name
94,Donald Trump
76,François Hollande
46,Nikki Haley
42,Steve Bannon
42,Theresa May
38,Thomas Fabius
37,Holland Sarkozy
37,Square Franois Holland
36,Catholic Pope
30,Aung San
27,Hillary Clinton
25,Emilie Konig
24,Thomas Monson
23,Suu Kyi
23,Vladimir Putin
22,Le Matin
18,Paul Manafort
18,Abdel Rahman
16,Oriol Junqueras
15,Ali Khamenei
14,Boris Becker
12,Michel Rochat
12,Ian Bremmer
12,Jeremy Corbyn
12,Alexander Reymond
12,Brian Kraznich
12,Hans Erni
12,Doriol Junqueras
11,Timothy Snyder
11,Daisy Duras
