mentions_count,name
87,Viola Amherd
71,Heidi Zgraggen
66,Johann Schneider-Ammann
56,Michael Flynn
39,Donald Trump
38,Doris Leuthard
37,Theresa May
31,Jamal Khashoggi
28,Janom Steiner
23,Simonetta Sommaruga
23,Carlos Ghosn
23,Mossack Fonseca
22,Santa Claus
22,Hillary Clinton
21,Bundesrat Schneider-Ammann
20,Rania Youssef
20,Ueli Maurer
20,Hans Wicki
18,America Latin
18,Taek Jho
18,Bill Clinton
16,Florian Arnold
16,Luke Lehmann
15,Angela Merkel
15,Maarten Griffiths
14,Le Matin
14,Joseph Garcia
14,Lukas Lehman
13,Barack Obama
13,Claudio Altwegg
