mentions_count,name
343,Salah Abdeslam
73,Tariq Ramadan
71,Jacques Dubochet
48,François Hollande
46,Thomas Fabius
41,Tayyip Erdogan
39,Nicolas Maduro
38,Alain Berset
35,Carles Puigdemont
35,Le Matin
33,Jonas Projer
33,Sofien Ayari
30,Abdulla Yameen
30,Mark Veyrat
29,Rafael Correa
28,Lenin Moreno
28,Angela Merkel
24,Holland Sarkozy
24,Square Franois Holland
23,Mikhail Feller
22,El Bakraoui
22,Kim Cattrall
20,Sven Mary
19,Jacob Zuma
19,Bernhard Schlink
18,Michel Buhler
18,Kylie Jenner
17,Donald Trump
17,Commons Geneva
16,Justin Timberlake
