mentions_count,name
100,François Hollande
55,Kim Kardashian
51,Romy Schneider
45,Holland Sarkozy
45,Square Franois Holland
39,King Abdullah
36,Le Matin
30,Thomas Fabius
27,Khaled Nezzar
27,Bill Clinton
25,Tariq Ramadan
24,Donald Trump
24,Simonetta Sommaruga
21,Roland Garros
20,Alice Johnson
20,Gerard Baker
20,Angela Merkel
20,Bundesrat Schneider-Ammann
19,Vladimir Putin
19,Alexis Kohler
15,Thomas Aeschi
15,Meier Hans
15,Jeff Sessions
14,A Thierry Mertenat
14,Isabelle Meyer
13,Barack Obama
13,Canton Lucerne
12,Isaac Stern
12,Sergei Prokofiev
12,Suu Kyi
