mentions_count,name
122,Theresa May
74,Mohamed Al
42,Jan Kuciak
41,Tariq Ramadan
38,Gustavo Petro
33,Le Matin
33,Ivan Duque
27,Canton Solothurn
26,Shinzō Abe
26,Simonetta Sommaruga
24,Suu Kyi
24,Aung San
24,Fabienne Riklin
22,Vladimir Putin
21,Audrey Hepburn
20,Claude Franois
20,Joel Rosquette
20,Mansour Ndiaye
19,A Thierry Mertenat
19,Álvaro Uribe
18,Donald Trump
17,Álvaro Uribe
17,Rudolf Diesel
15,Oskar Freysinger
13,Robert Kalinak
13,Jastina Doreen
13,Ken Isaacs
13,Friederike Haslbeck
12,Christoph Bush
12,Bernard Hinault
