mentions_count,name
42,Donald Trump
35,Fabian Dunand
35,Theresa May
31,Michael Jackson
31,Vladimir Putin
25,Carlos Jasso
23,Canton Lucerne
22,Philippe Petitpierre
21,Justin Trudeau
20,Aston Maarten
20,Chrystia Freeland
20,Edward Philippe
20,Stephane Pauwels
18,Pascal Jaussi
18,Suu Kyi
18,Damien Chazelle
17,Nicolas Hulot
16,Nicolas Maduro
16,Cristina Kirchner
14,Le Matin
13,Switzers Skywork
13,Eleftherios Venizelos
12,Michel Temer
12,Larry Sabato
12,Kim Jong
12,Cody Wilson
11,Larry Kudlow
11,Barack Obama
11,Simonetta Sommaruga
11,Johann Schneider-Ammann
