mentions_count,name
50,Stormy Daniels
41,Donald Trump
36,Rudolf Diesel
36,Johann Schneider-Ammann
35,Yamal Khashoggi
34,Cambridge Analytica
27,Brett Kavanaugh
24,Abdel Mahdi
21,Fernando Alban
21,Edward Philippe
21,Donald Trump
20,Alain Berset
20,Jair Bolsonaro
20,Theresa May
18,Adel Abdel Mahdi
16,Sundar Pichai
16,Michael Cohen
16,Jamal Khashoggi
15,Le Matin
14,White Tiger
14,Kim Jong
14,Gault Millau
14,Ada Marra
12,Meng Hongwei
12,Jacques Brel
11,Taylor Swift
11,Canton Lucerne
10,Philippe Martinez
10,Viktoria Marinova
