mentions_count,name
60,Paul Manafort
52,Donald Trump
36,George Hofer
33,Mont Blanc
32,Jeff Sessions
26,Gaza Gaza
23,Angela Merkel
20,Sarah Sanders
20,Andrew Brunson
18,Le Matin
17,Johann Schneider-Ammann
16,Christof Hirtler
15,Cristina Kirchner
15,Robert Mueller
14,Hugo Boss
14,Nelson Chamisa
14,Canton Lucerne
13,Christopher Wren
13,Kim Jong
12,Rudy Giuliani
12,Benedict Lecomte
10,John August
10,Ibrahim Boubacar
9,Canton Geneva
9,Sybille Zingg
9,Simonetta Sommaruga
9,Mauricio Macri
9,Alpiglen Oberberg
8,Peter Weber
8,Piazza Grande
