mentions_count,name
86,Donald Trump
39,Angela Merkel
38,Alexander Djouhri
32,Jacob Zuma
27,Jacques Pitteloud
25,Sahin Alpay
24,Mehmet Altan
24,Dueli Maurer
24,Fabiano Citroni
24,Cyril Ramaphosa
22,King Franois
21,Charles Herbert Best
20,Rudolf Diesel
19,Izumi Miyazaki
18,Le Matin
18,Mont Blanc
17,Rodrigo Duterte
17,Marina Rollman
16,Valais Jacques Pitteloud
16,Claudia Salzmann
15,Michel Temer
15,Catholic Pope
13,Geneva A Square
13,Federica Mogherini
13,Claus Hulverscheidt
13,Barack Obama
13,Laurent Michaud
12,Joseph Aeby
12,Geneva Noemi
