mentions_count,name
55,Francis Heaulme
50,Jim Mattis
35,Donald Trump
28,Pedro Sanchez
27,Simonetta Sommaruga
24,Patrick Dils
24,Marc Girardelli
23,Carlos Ghosn
20,Le Matin
16,Donald Trump
16,Rebecca Ruiz
15,Abu Bakr Al-Baghdadi
14,Charlie Hebdo
13,Stewart Wingate
12,Cristina Kirchner
12,Lionel Girardin
11,Cyril Beining
11,Nancy Pelosi
10,Brian Schatz
10,Andry Rajoelina
10,Niven Rennie
10,Mariano Rajoy
10,Marc Ravalomanana
10,Ronald Reagan
10,Kaspar Schuler
10,Peter Hook
10,Yehya Kaloum
10,Grace Mugabe
10,Jacques Roulet
9,David Alexander Cecil
