mentions_count,tone_avg,tone_std,source_index,person_index
229,-1.845,0.362,414,7
136,-2.764,0.337,414,0
54,-1.346,2.195,125,2
51,-2.432,2.422,135,0
45,-2.269,2.827,185,0
43,-2.803,2.780,543,0
36,-5.790,1.202,157,0
33,-2.775,0.263,414,4
32,3.459,2.205,556,14
32,-3.838,3.341,155,0
32,-2.790,0.252,414,16
32,-2.790,0.252,414,2
32,-2.790,0.252,414,17
27,1.971,2.407,627,14
22,-2.954,1.755,83,0
22,-2.164,2.016,95,0
21,1.059,0.116,152,11
20,-2.016,0.008,125,6
20,-1.110,1.137,147,0
19,-1.934,3.186,94,0
19,-3.356,1.457,138,0
19,-0.076,2.791,406,7
18,-2.740,2.492,591,0
18,0.743,1.252,127,2
17,-3.404,1.962,598,0
17,1.051,0.107,152,13
16,-5.744,1.056,579,18
16,-3.786,2.791,543,1
16,-1.995,3.476,101,0
16,-1.219,2.073,164,17
15,4.555,0.989,477,14
15,-2.982,2.489,118,0
15,-3.720,2.685,154,0
15,-3.771,2.642,422,7
14,-0.888,3.649,152,5
14,-4.192,2.473,152,0
14,-2.689,1.568,436,0
14,1.426,2.441,98,2
14,1.357,2.464,103,2
13,-2.913,1.735,135,5
13,-2.024,2.487,185,1
13,-3.161,1.161,135,6
13,-2.009,1.230,551,0
13,-3.385,2.958,423,0
13,-2.078,2.005,562,0
13,-0.684,2.139,166,17
13,-2.656,1.942,543,7
12,-1.226,3.858,155,5
12,1.336,0.000,155,11
12,-1.032,3.571,155,1
12,-2.244,2.059,135,1
12,-1.090,0.087,140,0
12,-1.869,1.406,135,10
12,-5.567,0.000,155,8
12,-5.438,0.148,152,8
12,-5.579,0.013,154,8
12,-6.448,0.000,155,19
12,-6.448,0.000,152,19
11,5.114,0.000,453,14
11,-7.509,0.233,157,18
11,-7.509,0.233,152,18
11,-5.058,0.000,188,18
11,-0.286,3.379,127,1
11,-2.955,0.745,148,12
11,-3.018,2.047,521,0
11,0.368,2.667,185,2
11,-0.976,2.264,153,17
11,3.027,0.000,138,19
10,-7.752,0.000,155,18
10,-7.752,0.000,154,18
10,-4.426,3.037,157,1
10,1.336,0.000,152,1
10,-0.198,2.613,460,0
10,-1.655,1.388,538,0
10,-4.393,1.985,464,0
10,-1.532,2.481,153,0
10,-1.694,3.068,104,0
10,-1.247,0.000,104,2
10,0.542,3.297,147,17
10,-2.460,2.937,148,17
10,-1.748,1.988,165,17
10,-3.443,1.470,135,8
9,-2.241,3.706,127,0
9,-1.918,3.582,102,0
9,1.079,0.578,152,17
9,0.023,2.801,141,17
9,-0.323,2.398,436,19
8,1.497,3.684,138,11
8,-4.627,3.589,423,18
8,-2.098,1.337,135,25
8,-1.395,2.088,135,12
8,-3.423,3.500,499,0
8,-3.120,3.463,534,0
8,-5.580,2.014,52,0
8,-3.004,1.763,129,0
8,-0.637,2.294,151,0
8,-4.244,3.132,148,0
8,-5.867,0.001,157,16
8,-1.201,0.871,135,16
8,-0.543,0.512,94,2
8,-1.110,0.948,95,2
8,1.336,0.000,155,13
8,0.289,1.324,151,17
8,-6.448,0.000,155,24
8,-6.448,0.000,152,24
8,-1.454,3.297,416,7
8,-2.965,2.296,423,7
7,-5.379,1.249,488,18
7,0.125,0.000,126,12
7,-0.674,2.523,156,0
7,-3.044,0.894,99,0
7,0.378,1.972,182,0
7,-2.932,2.658,617,0
7,-3.213,3.859,167,0
7,-1.025,2.176,160,0
7,-2.674,2.807,185,16
7,-0.693,0.000,436,2
7,-0.949,0.898,101,2
7,0.057,1.496,538,15
7,1.980,3.696,138,13
7,0.500,1.325,156,17
6,-1.259,4.020,154,5
6,-2.271,2.573,185,5
6,-0.321,0.000,422,5
6,-6.849,1.373,543,4
6,-0.341,0.518,83,11
6,-3.878,0.494,499,12
6,-3.012,0.000,155,12
6,-3.012,0.000,167,12
6,-2.277,2.188,185,6
6,-0.877,1.495,85,0
6,-3.953,3.557,141,0
6,-2.168,3.144,166,0
6,-6.036,3.031,88,0
6,-5.130,2.661,168,0
6,-3.751,2.059,477,0
6,-0.649,1.270,135,20
6,1.467,0.727,538,2
6,-1.553,0.000,138,2
6,-1.034,1.914,135,28
6,-0.492,0.262,83,13
6,0.593,1.805,157,17
6,-2.801,1.981,167,17
6,0.663,1.371,160,17
6,-5.297,0.000,157,8
6,-5.579,0.000,166,8
6,-5.579,0.000,167,8
6,-5.297,0.000,168,8
6,-6.448,0.000,154,19
5,-3.076,0.000,414,18
5,-3.406,0.387,561,18
5,-7.771,0.000,141,18
5,-7.752,0.000,167,18
5,-7.752,0.000,168,18
5,-2.916,1.672,598,1
5,-0.839,2.666,591,1
5,1.336,0.000,152,25
5,-2.953,0.466,118,6
5,-0.815,2.145,94,6
5,-3.501,4.120,82,0
5,-3.220,2.042,488,0
5,-2.979,2.421,454,0
5,-2.965,0.994,475,0
5,-2.838,1.942,228,0
5,1.336,0.000,152,20
5,-0.538,1.407,185,20
5,-1.043,0.223,185,29
5,1.657,3.844,477,2
5,-0.309,0.906,135,2
5,-0.203,2.432,436,27
5,-0.538,1.407,185,28
5,-2.953,0.466,118,8
5,-2.016,0.009,125,8
5,-4.936,0.000,141,8
5,-1.718,3.247,127,8
5,0.735,0.656,287,7
5,-1.303,1.430,280,7
4,-3.152,0.013,561,14
4,-1.154,0.000,551,5
4,-3.537,0.677,436,5
4,5.768,5.227,185,11
4,-2.523,1.700,156,1
4,-2.558,0.954,118,1
4,1.336,0.000,154,1
4,-0.885,1.177,460,1
4,-2.523,1.700,151,1
4,-2.523,1.700,153,1
4,-2.824,2.321,138,1
4,-2.522,1.700,160,1
4,1.385,0.098,155,25
4,-1.879,1.643,185,25
4,-3.012,0.000,154,12
4,-3.295,1.175,185,12
4,-4.763,0.087,215,12
4,-3.246,0.975,543,6
4,-2.393,3.367,127,6
4,-4.000,0.480,487,0
4,-2.764,2.188,232,0
4,0.437,3.285,339,0
4,-3.438,1.653,544,0
4,-0.495,0.588,125,0
4,-3.579,0.000,561,0
4,-1.044,1.589,89,0
4,-1.044,1.589,100,0
4,-0.743,1.444,573,0
4,-5.866,0.000,155,16
4,-2.702,2.368,591,16
4,-2.911,1.361,543,16
4,-3.877,0.682,125,16
4,1.385,0.098,155,20
4,-1.154,0.000,551,29
4,-1.177,0.000,414,9
4,-0.229,1.232,127,9
4,-2.943,5.413,416,2
4,-6.448,0.000,155,27
4,-6.448,0.000,152,27
4,-6.448,0.000,155,26
4,-6.448,0.000,152,26
4,-0.474,2.719,436,26
4,-6.331,0.533,92,26
4,-7.273,0.000,552,3
4,0.728,0.000,155,17
4,1.647,1.169,154,17
4,-1.073,1.331,159,17
4,-5.171,0.701,83,24
4,-6.448,0.000,154,24
4,-4.794,1.620,185,24
4,-1.154,0.000,551,8
4,-4.237,5.732,148,7
4,-4.608,0.000,118,19
4,-4.451,0.130,543,19
3,0.884,2.309,118,14
3,1.442,0.000,264,14
3,-2.181,2.182,538,14
3,-6.006,2.410,562,14
3,-1.259,4.494,157,5
3,-3.199,0.151,591,5
3,-1.259,4.494,167,5
3,-1.259,4.494,168,5
3,-2.464,0.000,314,4
3,-3.061,0.000,2,4
3,1.433,0.750,227,4
3,1.336,0.000,166,11
3,1.336,0.000,167,11
3,-7.042,0.000,140,18
3,-2.804,0.000,82,18
3,-3.965,0.000,460,18
3,-8.146,0.836,52,18
3,-7.028,0.000,477,18
3,-2.359,0.000,406,1
3,-3.167,1.678,52,1
3,-4.793,0.000,148,1
3,-1.359,2.415,101,1
3,-3.209,0.226,454,25
3,-3.199,0.000,436,25
3,-2.303,0.000,138,12
3,-3.688,2.236,156,6
3,-1.076,2.358,95,6
3,-3.688,2.236,151,6
3,-3.688,2.236,153,6
3,-4.313,0.000,138,6
3,-3.687,2.236,160,6
3,-5.018,0.000,139,6
3,-1.805,4.031,554,0
3,-4.440,0.841,117,0
3,-2.359,0.000,406,0
3,-0.830,0.000,15,0
3,-2.840,2.801,230,0
3,-3.638,3.065,459,0
3,-7.857,0.000,164,0
3,-3.766,0.992,627,0
3,-5.831,0.885,555,0
3,-4.846,1.520,62,0
3,-3.084,2.079,159,0
3,-4.928,0.433,505,0
3,-1.335,0.396,156,16
3,-2.308,0.000,152,16
3,-1.335,0.396,151,16
3,-1.335,0.396,153,16
3,-1.335,0.397,160,16
3,3.783,3.637,127,20
3,1.496,0.000,562,9
3,2.376,0.000,152,2
3,1.730,0.709,460,2
3,-2.219,0.436,99,2
3,-4.653,1.953,185,27
3,-6.485,0.533,92,27
3,0.880,0.000,460,28
3,-1.560,0.538,147,21
3,-4.653,1.953,185,26
3,-3.689,0.478,127,13
3,3.187,0.992,185,13
