mentions_count,tone_avg,tone_std,source_index,person_index
48,-4.583,2.094,3,26
47,-1.852,0.109,1,1
39,-0.453,0.000,1,20
38,-3.512,3.390,0,26
37,-5.867,1.765,5,26
24,-1.193,1.679,5,5
23,0.672,0.382,0,5
20,0.402,0.000,7,3
20,-7.239,1.592,3,22
15,-7.190,2.510,5,22
14,0.879,0.172,7,1
14,-2.036,0.000,1,5
13,-0.700,0.654,5,1
13,0.770,0.188,10,1
10,-8.874,0.011,0,22
10,0.206,0.700,12,5
9,1.003,0.073,0,1
9,-0.155,0.641,3,1
7,-1.652,1.016,3,5
7,1.344,0.000,12,23
6,-6.154,0.000,1,26
6,-3.114,0.834,2,26
6,-6.026,2.539,3,4
5,-1.923,0.000,3,0
5,-3.235,1.261,12,14
5,-6.753,1.906,5,4
5,-6.294,2.500,0,4
4,-5.126,0.639,8,26
4,2.093,0.491,9,5
4,1.804,0.152,14,5
4,2.132,0.000,11,5
3,1.709,0.000,6,1
3,-8.676,0.000,12,22
3,-1.954,0.143,1,4
3,-5.177,2.139,12,4
2,-1.923,0.000,3,2
2,-6.486,3.125,12,26
2,-3.101,0.247,5,24
2,-1.122,0.000,12,1
2,0.402,0.000,7,15
2,-5.294,0.000,10,14
2,-7.027,0.000,7,14
2,-2.749,0.028,3,27
2,-1.451,0.000,5,20
2,-0.779,0.000,0,20
1,-4.183,,9,26
1,-6.161,,14,26
1,1.053,,9,24
1,-2.946,,3,24
1,-2.857,,6,3
1,0.000,,8,1
1,-1.923,,3,6
1,-1.698,,5,11
1,-0.977,,3,11
1,-3.344,,5,27
1,-1.823,,0,27
1,-3.942,,12,20
1,-1.458,,3,20
1,-7.971,,9,4
1,-3.262,,7,4
