mentions_count,tone_avg,tone_std,source_index,person_index
20,-2.606,0.455,1,0
20,-2.600,0.417,5,3
19,-3.009,2.239,7,4
19,-2.184,0.047,0,3
19,-3.009,2.239,7,17
15,-2.358,0.000,1,3
15,-1.577,0.296,3,3
12,-4.512,2.637,10,4
12,-2.458,0.251,2,3
12,-4.512,2.637,10,17
9,-1.883,0.000,6,3
8,-7.408,0.720,2,0
7,-2.233,0.353,1,16
6,1.819,1.361,3,4
6,-2.443,0.349,5,15
6,-5.089,0.000,5,12
6,-4.571,0.000,3,12
5,-4.851,1.449,10,8
5,-4.483,0.851,7,8
5,-4.630,0.000,0,12
5,-2.815,0.300,1,22
5,-3.983,2.234,1,5
4,-5.920,0.000,12,8
4,-2.159,0.005,0,15
4,-1.701,0.286,3,15
4,-1.935,0.000,2,12
3,-6.263,0.000,1,4
3,-3.977,1.114,7,0
3,-4.298,1.086,5,5
3,-3.743,1.295,3,5
2,-0.813,0.086,5,4
2,-0.695,0.119,0,4
2,-6.905,0.000,1,8
2,-7.362,0.000,8,8
2,-2.358,0.000,1,15
2,-1.883,0.000,6,15
2,-2.842,0.022,0,5
1,-2.055,,7,21
1,-3.279,,8,4
1,-0.719,,6,4
1,-4.132,,12,4
1,-1.327,,8,15
1,-2.899,,2,15
1,-3.014,,14,15
1,-5.989,,5,0
1,-0.296,,12,0
1,-9.226,,12,12
1,-3.422,,5,22
1,-2.826,,0,22
1,-2.697,,3,22
1,2.697,,3,11
1,-3.422,,5,16
1,-2.826,,0,16
1,-2.697,,3,16
1,-3.493,,10,5
1,-5.376,,12,5
1,-4.247,,14,5
1,-3.558,,7,5
