mentions_count,tone_avg,tone_std,source_index,person_index
224,-2.152,2.223,3,0
219,-1.804,2.094,5,0
179,-0.372,1.747,3,1
174,-2.632,2.314,5,2
173,-2.595,2.169,0,2
172,-0.442,1.291,5,1
163,-2.731,2.221,3,2
155,-2.218,2.177,0,0
144,-1.981,2.073,12,0
144,-0.654,2.128,0,1
93,-1.124,1.765,5,6
90,-1.447,1.411,12,6
81,-1.923,1.989,3,4
78,-1.205,1.086,2,1
78,-2.092,2.051,5,3
76,-1.242,1.846,3,6
76,-2.311,2.010,3,3
74,-2.407,2.947,13,0
73,-1.430,2.012,0,6
73,-3.431,2.773,8,0
66,-2.899,1.868,2,0
64,-1.546,2.543,5,4
63,0.239,1.101,3,11
62,-2.265,2.160,0,3
59,0.197,1.108,5,11
58,-1.331,1.724,13,6
58,-3.116,1.511,2,2
55,-2.122,2.754,0,4
55,-2.008,2.364,7,0
51,-1.703,1.634,11,6
51,-3.157,2.585,1,0
50,-2.371,1.776,2,6
44,-2.876,2.162,5,16
44,-2.706,2.220,0,16
41,-3.333,2.055,11,0
39,-1.097,1.648,9,6
39,-1.367,2.175,7,4
38,-1.682,2.015,7,6
38,-0.490,0.670,0,11
38,-2.911,2.164,3,16
38,-1.291,1.645,12,1
37,-1.824,2.694,10,0
36,-0.928,2.104,1,1
35,-2.041,2.088,3,10
35,-2.902,2.124,9,0
34,-2.056,2.493,5,10
34,-1.812,2.059,12,3
34,-2.729,2.232,7,3
32,-2.118,2.611,0,10
32,-1.459,2.423,8,6
31,-1.761,2.637,12,5
30,-2.953,2.671,1,2
30,-3.081,1.592,3,17
29,-2.751,1.638,0,24
28,0.179,1.977,6,1
27,-1.937,2.432,10,4
26,-1.683,1.111,5,15
26,-1.518,1.274,0,15
26,-2.585,1.546,2,3
25,-2.501,2.151,3,5
24,-1.603,1.875,10,6
24,-0.299,0.156,12,11
23,-2.486,1.363,3,24
22,-1.552,1.215,0,18
22,-3.219,1.803,5,17
22,-0.741,1.022,0,20
22,-2.042,0.873,3,15
20,-1.760,1.045,5,18
20,-3.246,2.397,6,0
20,-0.742,0.996,5,20
20,-2.391,2.958,1,3
19,-1.549,2.079,12,10
19,-1.153,2.043,2,4
19,-3.381,2.520,14,0
19,-1.195,1.530,3,8
19,-1.118,0.807,3,20
19,-0.925,1.203,12,15
19,-3.715,2.746,8,3
18,-1.614,1.622,1,6
18,-2.355,2.453,0,5
18,0.153,1.488,0,8
17,-2.501,2.444,12,4
17,-2.194,0.696,3,18
17,-4.683,0.582,2,17
17,-2.143,1.930,5,24
17,0.101,1.569,5,8
17,-2.601,1.784,10,3
16,-3.758,2.965,8,5
16,-2.319,1.639,12,22
16,-2.943,2.518,9,3
16,-1.614,1.709,13,3
15,-1.217,1.522,14,6
15,-0.806,1.200,13,1
14,-2.342,3.236,7,5
14,-2.613,1.546,12,24
14,-2.506,2.081,7,1
13,-2.416,2.268,1,5
13,-2.449,1.964,12,9
13,-0.923,1.437,12,20
12,-3.341,2.129,1,4
12,-2.075,2.211,2,5
12,-0.893,2.210,1,8
12,-0.547,1.172,11,1
11,-2.175,1.629,1,10
11,-4.095,1.253,7,10
11,-4.215,1.607,0,17
11,-0.110,0.152,1,11
11,0.320,0.451,13,11
11,-2.017,1.707,11,3
10,-3.944,1.495,10,10
10,-3.488,2.466,5,5
10,-3.539,3.166,10,5
10,-3.729,1.829,2,24
10,-2.762,1.839,13,22
10,-2.692,1.269,7,22
10,-3.837,1.984,1,16
10,-1.261,1.599,8,1
10,-3.633,2.990,14,3
9,-2.898,2.395,12,23
9,-1.024,0.818,8,24
9,-1.599,3.054,5,21
9,-1.593,3.053,0,21
9,-1.579,3.034,3,21
9,-2.561,2.572,10,1
8,-1.656,2.652,13,4
8,-2.191,3.443,13,5
8,-2.368,1.024,10,22
8,-3.290,1.968,8,9
8,-3.063,2.001,7,9
8,-1.559,1.607,1,20
7,-4.092,2.958,8,4
7,-0.604,0.717,12,18
7,-2.354,1.355,2,11
7,-3.210,0.426,1,15
6,-2.977,2.674,9,10
6,-1.801,0.764,2,10
6,-1.841,2.015,6,6
6,-3.897,2.900,9,4
6,-3.163,2.123,11,4
6,-1.063,1.817,3,14
6,-3.336,2.050,9,5
6,-3.931,2.215,6,2
6,-3.822,1.972,6,17
6,-4.075,3.112,13,24
6,-2.512,1.087,8,22
6,0.199,1.578,8,8
6,-2.047,0.604,2,20
6,-4.751,1.920,0,26
5,-0.820,0.523,13,10
5,-5.382,2.248,9,23
5,-5.502,1.267,8,23
5,-5.167,3.346,14,5
5,-0.323,0.721,1,17
5,-3.061,0.000,11,17
5,-1.229,3.274,1,21
5,-3.576,3.160,1,9
5,-0.889,0.540,13,20
5,-1.692,2.176,7,20
5,-4.866,2.108,5,26
5,-0.731,1.429,6,3
4,-0.534,0.616,6,4
4,-6.143,2.262,10,23
4,-6.445,1.491,14,23
4,1.282,0.000,5,14
4,1.282,0.000,0,14
4,-3.308,0.576,1,18
4,-2.652,1.261,1,24
4,-2.869,1.215,12,8
4,-3.260,1.041,10,9
4,-1.153,0.709,9,20
4,-1.005,1.166,10,20
4,-1.779,1.662,12,26
4,-2.369,1.820,2,16
3,-5.287,1.791,7,23
3,-0.414,2.768,10,14
3,-3.208,0.925,7,14
3,-0.962,0.011,7,17
3,-6.829,0.000,11,24
3,-2.285,2.891,9,22
3,1.020,0.000,11,11
3,0.113,2.401,10,8
3,-1.855,2.024,13,9
3,-5.738,2.377,3,26
2,-3.939,4.574,14,4
2,1.278,0.000,1,14
2,-3.887,0.000,12,14
2,-1.219,0.296,6,5
2,-5.833,1.122,11,5
2,-3.947,0.000,4,2
2,-0.810,4.071,8,17
2,-2.499,0.579,7,24
2,-0.923,3.393,2,21
2,-3.561,2.594,10,19
2,-3.256,2.155,14,22
2,-0.652,5.493,10,11
2,-0.571,5.647,7,11
2,-3.862,0.063,5,25
2,-3.817,0.000,0,25
2,-3.910,0.005,3,25
2,-1.786,0.000,14,8
2,-4.756,2.916,1,26
2,-0.523,0.000,2,15
2,0.076,0.000,13,15
2,-2.541,5.920,6,16
2,-0.562,0.795,9,1
2,0.426,0.602,14,1
1,-3.670,,8,10
1,-1.786,,14,10
1,-2.113,,11,10
1,-5.382,,1,23
1,-2.685,,13,23
1,-1.881,,10,18
1,-4.854,,9,17
1,-3.960,,13,17
1,-2.317,,12,17
1,-4.878,,14,17
1,-6.566,,10,24
1,-5.385,,8,19
1,-4.334,,13,19
1,-4.321,,11,19
1,-5.374,,7,19
1,-2.053,,1,22
1,-2.340,,11,22
1,1.172,,8,11
1,0.076,,13,8
1,-3.061,,11,9
1,-1.786,,14,20
1,-1.411,,11,20
1,-1.881,,10,15
1,-3.435,,8,15
1,0.000,,6,15
1,-1.954,,12,12
