mentions_count,tone_avg,tone_std,source_index,person_index
68,-3.500,0.667,1,10
65,-4.999,1.410,3,10
35,-4.016,0.634,5,0
28,-4.753,0.606,10,10
28,-3.435,0.628,0,0
25,-4.132,0.535,3,0
25,-3.366,0.407,0,2
21,-4.366,0.517,7,10
21,-4.198,0.295,5,2
19,-4.556,0.090,5,10
18,-3.998,0.328,3,2
15,-2.149,0.725,1,2
13,-4.345,0.469,6,0
12,-2.273,0.672,1,0
10,-5.480,0.492,0,10
10,-4.027,0.732,5,3
9,-4.358,0.562,3,3
8,-4.475,0.000,6,2
7,-3.409,0.474,0,8
6,-3.380,0.400,0,7
6,-3.980,1.048,5,5
5,-0.824,0.000,7,2
4,-3.509,0.010,5,1
4,-3.466,0.703,8,1
4,-3.283,0.000,3,1
4,-1.464,1.212,12,0
4,-4.269,0.342,5,7
4,0.150,0.173,12,7
3,-0.138,1.377,10,1
3,-3.855,0.000,12,10
3,-0.824,0.000,7,0
3,-4.377,0.000,0,3
3,-2.644,0.000,1,8
3,-3.973,0.000,5,8
3,-3.828,0.000,3,8
3,-2.149,0.858,1,7
3,-3.046,0.000,2,2
3,-6.084,0.963,5,16
3,-4.486,0.000,0,5
3,-5.034,0.000,3,5
2,-4.389,0.006,5,17
2,-4.511,0.007,3,17
2,-1.727,0.000,10,6
2,-0.735,0.000,8,6
2,0.667,0.000,7,1
2,-5.015,2.182,12,14
2,-4.475,0.000,6,7
2,-3.828,0.000,3,7
2,-0.735,0.000,8,2
2,0.000,0.000,12,2
2,-8.652,0.020,0,16
2,-6.680,1.349,3,16
1,-4.377,,0,17
1,-1.158,,1,6
1,-0.824,,7,6
1,-4.937,,5,22
1,-4.486,,0,22
1,-5.034,,3,22
1,-6.218,,8,10
1,-1.727,,10,0
1,-2.069,,8,0
1,-0.735,,8,25
1,-4.075,,8,12
1,-2.785,,6,12
1,-1.727,,10,7
1,-0.735,,8,7
1,-3.046,,2,7
1,0.327,,14,7
1,-0.824,,7,7
1,-4.937,,5,19
1,-4.486,,0,19
1,-5.034,,3,19
1,-0.204,,12,5
