mentions_count,tone_avg,tone_std,source_index,person_index
14,5.792,0.016,3,6
13,5.265,1.900,3,8
10,7.547,0.010,0,6
9,-6.449,1.800,0,1
8,7.547,0.010,0,8
7,-4.682,1.447,3,0
7,6.410,0.000,5,6
6,6.410,0.000,5,8
5,-3.962,0.868,10,0
5,-9.873,0.000,6,1
5,-5.120,0.000,3,1
5,5.764,0.000,7,6
4,0.455,0.000,7,3
4,-4.113,1.411,5,0
4,-0.549,0.000,0,0
4,5.158,0.000,10,6
3,0.462,0.006,7,0
3,-4.830,0.131,0,14
3,-3.717,0.995,3,14
3,5.158,0.000,10,8
3,5.764,0.000,7,8
3,0.455,0.000,7,4
3,-3.717,0.995,3,5
2,-3.846,0.000,2,1
2,-3.702,0.687,5,14
2,-1.423,0.000,12,10
2,6.335,0.000,1,6
1,-4.596,,10,3
1,-3.373,,12,3
1,-3.373,,12,17
1,-5.503,,0,13
1,-9.272,,12,13
1,-5.120,,3,13
1,-6.208,,6,14
1,6.335,,1,8
1,-3.215,,5,5
1,-2.947,,10,5
1,-6.208,,6,5
1,-3.373,,12,5
