mentions_count,tone_avg,tone_std,source_index,person_index
282,-1.910,0.532,414,24
159,-3.343,1.738,414,0
112,-0.360,3.053,125,1
84,-2.493,2.145,135,0
54,-1.657,1.871,488,28
51,-2.550,2.885,185,0
50,-3.373,1.934,369,25
49,-3.321,2.553,579,15
48,-2.792,0.336,414,7
48,-2.792,0.336,414,4
47,-2.357,3.016,118,0
45,-2.621,2.962,138,0
44,-1.548,1.446,414,1
37,-1.907,2.849,598,0
37,-1.463,3.009,579,28
36,-1.607,1.987,135,2
35,-3.512,1.614,488,15
35,-0.243,2.517,582,28
32,3.812,2.546,185,16
31,-2.592,2.129,95,0
31,-5.441,1.099,157,4
30,-2.899,2.192,543,0
30,-3.322,2.819,436,0
30,-2.814,0.958,414,13
28,-5.086,1.788,561,18
28,-1.575,1.418,133,0
27,-2.705,0.437,414,17
26,-4.983,3.202,155,0
26,-2.256,3.026,562,0
26,-1.579,1.984,103,1
25,-1.909,2.586,464,0
25,-1.837,1.501,127,0
25,-1.227,2.009,98,1
24,-3.266,1.826,534,0
24,-2.792,0.340,414,28
24,-4.920,0.496,154,4
24,-2.792,0.340,414,23
23,-1.621,2.897,538,0
23,-2.444,2.765,129,0
23,-4.707,0.923,155,4
23,0.401,1.716,127,1
22,-1.632,1.624,135,13
21,-2.700,3.380,152,0
20,-2.688,1.841,147,0
19,-9.667,0.547,185,3
18,-2.435,0.000,460,18
18,-3.462,1.473,135,4
18,-4.235,0.000,118,3
18,-6.144,0.750,157,14
18,-5.374,1.239,414,19
17,0.208,5.337,627,18
17,-5.002,3.253,154,0
17,-2.905,3.138,153,0
16,-2.820,3.221,156,0
16,-2.820,3.221,151,0
16,-1.961,1.726,101,0
16,4.704,0.580,155,16
15,1.610,2.056,556,18
15,-0.526,2.009,140,0
15,-6.108,2.664,83,0
15,-1.168,3.375,460,0
15,-2.701,2.053,148,0
15,-6.239,0.000,155,3
15,-1.319,3.929,135,1
14,-1.576,1.659,127,2
14,-2.210,4.236,141,0
14,-1.698,1.249,127,13
14,1.178,1.973,586,28
14,-0.415,2.662,135,8
14,-2.006,0.000,152,24
13,-3.223,2.222,414,2
13,-2.664,1.226,99,0
13,-1.827,2.500,94,0
13,2.240,0.238,152,1
13,-0.841,1.347,138,1
