mentions_count,tone_avg,tone_std,source_index,person_index
52,-2.195,0.925,1,1
33,-3.453,1.185,5,1
30,-2.362,1.400,0,1
29,-3.970,0.429,5,6
26,-3.449,1.080,3,1
14,-4.257,0.000,3,6
12,-1.456,0.002,0,2
12,-4.050,0.000,5,20
11,-3.684,0.000,0,6
10,0.423,0.013,9,12
10,-1.497,0.005,10,7
10,-0.581,0.000,7,7
8,-2.860,0.000,3,2
8,-0.859,0.000,5,12
8,-1.217,0.004,3,12
8,-1.693,0.002,0,0
7,-5.797,0.000,6,6
6,-5.707,0.000,0,14
6,-0.693,0.000,0,5
6,-3.086,0.100,3,5
6,-3.684,0.000,0,20
6,-4.257,0.000,3,20
6,-4.575,0.578,5,16
6,-4.545,0.743,3,16
5,-1.903,0.000,3,0
4,-1.693,0.002,0,3
4,-5.162,1.271,6,1
4,-4.163,0.005,5,15
4,-3.333,0.000,0,15
4,-4.494,0.016,3,15
4,0.565,0.000,8,12
4,0.000,0.000,14,12
4,-4.195,0.686,0,16
3,-1.820,1.143,1,2
3,-3.298,0.000,5,5
3,-4.589,0.765,12,9
3,-3.938,0.369,12,4
3,-3.394,0.000,3,4
2,-1.903,0.000,3,3
2,-1.497,0.006,10,2
2,-0.581,0.000,7,2
2,-1.693,0.002,0,8
2,-4.365,0.000,3,23
2,-4.047,0.387,2,5
2,-3.239,0.000,12,5
2,-0.500,0.000,1,7
2,-3.256,0.000,6,7
2,-5.797,0.000,6,20
2,-7.471,0.000,7,9
2,-6.021,3.768,3,13
1,-3.950,,1,3
1,-3.474,,10,3
1,-3.704,,2,1
1,-1.903,,3,8
1,-4.873,,5,23
1,-2.860,,3,7
1,-3.950,,1,0
1,-3.474,,10,0
1,-3.086,,2,16
1,-12.000,,0,13
1,-11.326,,6,13
1,-1.766,,1,4
1,-2.326,,8,4
