mentions_count,tone_avg,tone_std,source_index,person_index
14,-1.125,0.167,14,18
10,-2.696,2.726,5,0
9,-4.916,2.581,0,0
9,1.222,2.475,12,18
8,-6.237,0.818,0,8
7,-4.193,2.401,3,0
7,-5.834,0.651,5,8
7,-5.904,0.732,3,8
7,1.887,0.000,7,18
6,-2.836,0.079,10,16
6,-8.612,1.009,5,24
6,-9.099,2.427,0,24
6,-8.563,0.774,3,24
5,-1.092,0.053,5,18
5,-2.632,0.000,8,18
5,-3.777,1.303,9,9
5,-1.761,0.965,7,12
4,-3.704,0.000,10,25
4,-3.702,0.000,7,25
4,-2.818,0.063,7,16
4,-8.461,3.457,1,24
4,-2.960,4.004,1,0
4,-5.468,0.000,1,8
4,1.361,0.000,2,18
4,-1.044,0.254,3,18
4,-1.125,0.186,14,6
3,1.176,0.000,9,18
3,-3.077,0.000,1,12
3,-2.836,0.088,10,12
2,-7.097,0.258,10,24
2,-7.019,0.279,7,24
2,0.000,0.000,10,0
2,-0.824,3.950,6,0
2,-3.770,0.000,12,0
2,0.000,0.000,7,0
2,-7.097,0.258,10,8
2,-7.019,0.279,7,8
2,-2.632,0.000,8,6
2,2.469,0.000,12,6
2,-5.589,0.038,5,19
2,-7.097,0.258,10,19
2,-5.805,0.265,0,19
2,-7.019,0.279,7,19
2,-5.628,0.017,3,19
1,-9.677,,12,24
1,-9.677,,12,8
1,-2.276,,3,7
1,1.887,,7,6
1,-5.468,,1,19
1,-10.241,,9,5
1,-9.677,,12,5
1,-5.446,,8,9
1,-3.770,,12,9
1,-3.077,,1,11
