mentions_count,tone_avg,tone_std,source_index,person_index
270,0.816,2.202,125,2
173,-2.902,0.920,414,0
123,-2.459,2.613,135,0
114,-1.893,2.842,185,0
95,-2.932,0.807,414,3
83,-2.665,1.149,414,8
62,-1.739,1.547,414,2
60,-3.125,2.179,543,0
56,-2.666,2.679,118,0
42,-2.947,3.040,138,0
40,-2.999,0.372,414,27
40,-3.136,1.044,414,23
39,-2.876,0.463,414,5
39,-3.060,0.739,414,16
38,-2.945,0.172,414,12
38,-2.141,2.802,598,0
38,-1.670,3.301,488,16
35,4.416,0.000,118,17
34,-3.234,2.942,579,15
34,-1.987,2.773,135,4
32,0.157,1.968,582,16
31,-1.977,2.393,135,5
29,-3.198,1.758,135,3
27,-2.969,2.439,94,0
27,-1.423,2.442,127,0
27,-3.455,4.506,135,11
27,-1.454,2.685,135,2
26,-2.617,2.453,148,0
25,-3.394,2.063,95,0
25,-2.531,2.702,88,0
24,-4.971,2.133,155,0
24,-2.805,2.181,579,16
22,-5.611,0.872,152,0
22,-1.254,2.911,454,0
22,-2.650,2.926,436,0
22,-2.452,2.629,562,0
22,0.533,2.694,98,2
21,0.522,1.410,269,20
21,-2.217,1.910,147,0
21,0.549,2.740,103,2
20,-4.794,1.624,561,17
20,-4.385,1.705,339,3
19,-2.999,1.233,488,15
19,2.365,1.388,538,20
19,-3.719,2.730,339,0
19,-2.730,1.273,460,0
19,1.532,2.604,586,16
19,-6.198,1.326,152,3
19,2.172,0.249,422,25
19,-1.215,1.567,135,19
18,-4.733,3.927,132,0
18,-4.251,2.535,521,0
18,-6.247,0.397,485,16
18,-7.347,0.199,155,3
17,-4.856,1.450,562,17
17,-2.482,2.499,464,0
17,-3.899,2.294,141,0
17,-0.410,2.778,138,2
16,-2.694,2.368,135,24
16,-4.171,1.276,166,0
16,-0.662,1.318,133,0
16,-4.750,0.000,155,13
16,2.096,1.351,138,28
16,0.122,2.140,127,2
16,-3.278,4.266,185,2
15,-4.203,2.310,83,0
15,-1.748,2.571,423,0
15,-4.089,3.065,118,3
14,-7.325,1.867,406,6
14,-1.547,3.036,538,0
14,-3.275,3.813,129,0
13,0.802,2.301,627,17
13,-3.027,1.856,82,0
13,-2.796,1.999,182,0
13,3.171,2.621,185,25
12,-1.451,0.000,182,24
12,-5.115,2.188,154,0
12,-3.863,1.839,101,0
12,-3.118,2.495,104,0
12,-1.092,1.135,127,5
12,-7.803,1.956,185,11
11,-4.940,0.862,185,6
11,-0.951,2.412,185,4
11,-4.395,1.385,157,0
11,-3.078,1.253,591,0
11,-0.531,1.103,151,0
11,-0.799,2.154,118,18
11,-0.036,0.618,118,19
10,-6.769,0.000,155,6
10,-6.028,0.423,485,15
10,-1.789,1.993,118,4
10,-0.243,0.581,153,0
10,-3.896,2.931,167,0
10,-6.049,1.771,135,13
10,-3.124,2.903,464,16
10,-4.488,0.000,159,3
10,-5.341,1.338,167,3
10,0.970,2.216,185,18
9,-4.447,1.988,135,17
9,-6.934,0.000,339,15
9,-1.769,1.095,583,15
9,-3.724,1.059,543,4
9,-1.910,2.691,138,4
9,-4.352,2.170,118,27
9,-2.060,3.421,269,0
9,-0.250,1.492,460,16
9,-3.351,4.403,104,2
9,-0.108,0.983,135,18
9,-0.152,0.740,126,19
8,2.857,0.000,333,17
8,-2.753,1.084,206,12
8,-5.123,0.000,155,4
8,-5.123,0.000,152,4
8,1.411,0.009,320,20
8,-5.217,3.012,135,27
8,-4.322,4.230,488,0
8,-1.060,2.724,459,0
8,-5.930,3.260,159,0
8,-3.665,1.303,102,0
8,-4.750,0.000,166,13
8,-2.250,2.598,118,5
8,-1.934,0.771,133,5
8,-2.701,2.959,464,3
8,-5.436,2.020,88,3
8,0.026,3.002,182,2
8,-6.169,1.120,155,9
8,-6.153,1.102,152,9
8,-3.652,3.200,135,9
8,2.923,1.832,182,25
8,-1.471,0.859,125,19
8,-0.392,1.350,127,19
8,-2.937,0.224,138,19
7,-5.899,0.311,138,6
7,1.996,0.000,406,29
7,-6.821,1.631,414,15
7,-7.935,2.285,148,15
7,-3.653,1.833,152,20
7,0.711,1.881,273,20
7,-3.430,3.297,521,20
7,-1.768,2.181,118,24
7,-1.978,1.622,406,0
7,-3.615,3.452,230,0
7,-2.292,2.695,351,0
7,-1.272,1.770,160,0
7,-0.907,0.836,185,5
7,-3.158,1.071,499,16
7,-2.432,0.757,543,8
7,-5.715,1.792,598,3
7,-3.037,2.613,127,3
7,-5.340,4.082,521,3
7,-3.407,1.344,436,11
7,-4.266,2.783,598,9
7,2.564,1.455,157,25
7,-0.060,0.159,185,19
6,-6.242,0.000,619,17
6,-5.882,0.000,148,17
6,-4.968,0.435,104,6
6,-5.714,1.707,135,6
6,-1.437,0.401,127,12
6,-0.414,0.898,288,12
6,-5.141,0.000,141,29
6,-4.188,0.000,166,29
6,-5.303,0.000,64,21
6,-2.352,1.996,598,4
6,-3.183,1.912,414,4
6,-3.242,2.261,95,4
6,-1.831,2.279,127,4
6,-0.546,1.113,133,4
6,-3.057,0.093,133,24
6,-0.204,0.768,156,0
6,-2.893,0.983,87,0
6,-3.192,2.338,325,0
6,-3.714,0.891,561,0
6,-2.884,2.693,619,0
6,-2.870,2.585,2,0
6,-4.638,1.601,89,0
6,-2.150,2.513,105,0
6,-0.980,2.602,598,5
6,0.241,1.746,583,16
6,-3.476,0.918,135,8
6,-3.808,0.889,406,3
6,-7.151,0.000,154,3
6,0.123,0.307,151,3
6,-0.894,0.000,182,3
6,0.123,0.307,153,3
6,-0.488,0.000,414,11
6,0.294,2.351,598,2
6,4.596,0.670,155,25
6,4.180,0.347,167,25
6,-2.298,2.896,132,19
6,-5.556,1.951,598,23
6,-4.158,1.794,135,23
6,-3.858,1.698,215,14
5,3.733,0.963,416,17
5,-3.668,0.390,85,6
5,0.619,0.604,325,29
5,-0.220,2.623,586,15
5,-2.278,3.264,94,4
5,-1.231,3.129,118,20
5,-1.109,1.485,206,20
5,-3.738,3.942,534,20
5,-0.259,3.962,535,20
5,-5.787,3.127,185,27
5,-0.659,1.493,127,24
5,-4.667,0.546,140,0
5,-3.186,1.858,206,0
5,-4.278,0.021,99,0
5,-2.273,1.979,417,0
5,-0.952,1.398,449,0
5,-2.450,3.005,330,0
5,-4.905,1.844,168,0
5,0.489,3.157,467,16
5,-1.137,0.266,339,8
5,-3.625,2.420,185,3
5,1.699,0.207,538,11
5,-0.182,1.616,543,2
5,-3.316,6.458,94,2
5,-1.817,0.342,126,2
5,-1.116,3.486,151,2
5,-2.787,2.409,88,2
5,-4.384,2.506,464,9
5,-3.195,1.424,521,9
5,1.554,0.000,118,25
5,3.871,0.000,356,7
5,-3.539,0.000,155,19
5,-1.169,0.617,95,19
5,-3.539,0.000,166,19
4,-5.043,0.452,118,6
4,1.404,0.000,0,22
4,-0.928,1.571,185,12
4,-0.370,0.000,313,12
4,-5.132,0.000,422,12
4,-5.113,1.489,460,15
4,-5.897,0.000,99,15
4,-5.933,0.000,95,15
4,-6.419,1.292,127,15
4,-6.629,0.000,160,15
4,2.423,0.000,123,21
4,-5.123,0.000,154,4
4,-1.452,4.448,126,4
4,-5.123,0.000,166,4
4,-4.650,0.287,148,4
4,-5.123,0.000,155,20
4,-3.172,1.409,135,20
4,-2.244,0.000,460,24
4,-2.324,1.332,95,24
4,0.367,1.200,185,24
4,0.145,1.816,499,0
4,-4.707,3.156,579,0
4,-5.559,0.967,70,0
4,-2.916,2.122,627,0
4,-2.172,2.749,125,0
4,0.270,0.678,190,0
4,-3.972,3.759,617,0
4,-5.452,0.298,100,0
4,-1.891,0.525,556,0
4,-5.081,0.324,436,13
4,-4.750,0.000,167,13
