mentions_count,tone_avg,tone_std,source_index,person_index
112,-2.846,2.380,2,0
93,1.463,0.000,6,8
90,-5.138,0.058,6,9
88,-3.138,2.492,2,1
80,-2.399,2.289,6,0
70,-2.077,1.964,17,0
68,-2.872,2.191,13,0
60,-0.875,0.420,6,2
60,-5.138,0.058,6,18
48,-5.138,0.058,6,24
41,-4.329,2.441,1,0
41,-3.003,1.715,13,1
40,-4.305,2.245,9,0
38,-1.778,2.642,0,0
35,0.765,0.549,6,26
35,1.892,1.563,7,16
35,-2.063,0.034,6,5
33,-4.925,2.468,11,1
30,-2.416,2.192,2,2
30,-6.325,0.152,18,19
30,-3.735,2.027,8,1
30,-3.589,3.401,2,3
29,-3.723,2.229,13,3
27,-2.548,2.814,6,1
26,-3.576,1.726,1,2
26,-4.844,2.768,11,27
25,-2.697,2.040,2,6
24,-5.138,0.059,6,19
24,-4.343,1.641,1,1
23,-1.803,1.633,2,4
22,-3.077,2.559,8,0
22,-0.504,0.265,6,14
22,1.994,0.220,18,16
21,-1.427,0.672,8,4
21,-2.777,1.474,17,1
20,-4.208,2.877,11,10
19,-1.890,2.330,2,17
19,-5.706,2.001,2,5
19,-1.499,0.000,6,23
19,-5.179,0.767,1,22
18,-1.005,2.748,2,10
17,-2.519,2.306,3,0
17,-0.795,3.014,2,12
17,-3.379,1.820,2,7
16,-3.348,1.333,13,7
16,-1.262,2.316,6,7
15,-5.367,1.746,1,13
15,-3.467,2.411,11,13
15,-2.832,2.173,2,15
15,-1.772,2.090,6,21
14,-2.032,2.584,17,6
14,-2.375,3.982,1,4
14,-0.032,1.390,18,4
14,-2.825,1.568,17,3
14,-2.991,1.784,11,11
14,-4.724,3.026,11,7
13,-3.196,1.758,11,0
13,-3.093,1.538,13,2
13,-4.551,2.403,11,3
13,-1.534,0.737,1,12
13,-2.948,2.169,3,12
12,-4.006,2.462,14,0
12,-1.605,0.736,1,10
12,-3.077,1.947,13,22
11,-3.579,2.341,13,6
11,-3.348,1.007,3,1
11,-6.684,1.319,8,5
11,-5.431,1.556,3,5
11,-5.035,1.272,1,3
11,-3.154,1.669,1,11
11,-3.634,2.467,2,11
10,-1.712,0.995,17,20
10,-0.736,1.454,12,0
10,-2.594,2.136,11,6
