mentions_count,tone_avg,tone_std,source_index,person_index
133,-1.945,1.986,2,0
96,-1.837,1.655,13,0
85,2.441,1.128,18,1
77,-1.141,2.165,1,0
63,-1.232,1.282,17,0
62,-2.417,1.685,2,2
61,-0.770,1.387,13,3
50,-2.355,2.196,8,0
47,-2.406,2.365,0,0
46,-2.791,1.577,2,4
44,-2.882,0.488,5,6
42,-1.315,2.456,2,5
42,-2.572,1.099,13,4
42,-0.485,2.078,2,3
40,0.474,1.838,2,1
39,-1.914,0.000,3,26
38,-0.284,3.230,6,1
32,0.857,2.263,1,1
30,-2.035,2.740,2,10
29,-0.071,2.904,8,1
27,-2.027,1.625,8,5
27,-0.049,0.172,1,9
26,-3.018,1.402,8,2
24,0.657,3.751,13,11
23,-0.825,1.236,8,3
22,-2.430,1.291,3,2
21,-5.995,0.536,8,12
21,-5.569,2.163,8,7
20,-1.648,1.359,13,5
20,-1.693,2.012,8,8
20,-0.942,1.372,13,8
20,-2.000,1.108,7,2
20,-4.523,3.215,2,7
19,-1.720,2.064,3,0
19,-4.026,1.852,2,6
19,-1.593,1.748,13,2
19,-0.742,1.364,17,3
18,-2.171,1.642,2,13
18,-1.048,2.402,2,9
18,-5.068,1.988,2,12
18,-2.284,2.417,7,24
17,0.563,2.404,14,0
17,-4.373,2.250,13,6
17,-0.990,0.869,3,5
17,-2.066,1.713,17,4
17,-1.254,0.877,3,8
17,-1.570,1.091,17,2
16,-1.217,1.756,1,4
16,-2.803,1.424,8,4
16,-0.997,1.769,10,1
15,2.836,0.030,18,17
15,-0.542,1.247,1,13
15,-2.150,1.735,5,4
15,-1.501,1.917,1,2
15,0.202,2.078,11,3
15,-1.252,2.235,3,1
14,-1.144,1.981,1,10
14,-3.766,0.927,3,6
14,-0.822,0.932,1,5
14,-2.781,1.514,3,4
14,-0.572,1.861,1,3
14,-0.800,0.947,3,25
14,-4.569,1.581,1,7
13,-3.174,0.787,2,23
13,-0.879,3.103,9,0
13,-5.424,1.439,18,6
13,-4.599,2.679,2,16
13,-2.189,1.198,7,4
13,-0.653,1.543,1,8
13,-2.892,1.370,5,2
13,0.685,1.525,13,1
13,-3.317,3.496,2,11
12,-2.708,1.675,12,0
12,-1.047,1.827,6,0
12,-2.094,1.387,8,6
12,-1.306,1.645,2,8
12,-1.490,1.721,3,3
12,-1.922,1.402,3,11
12,-2.939,1.184,17,11
12,-0.954,1.605,13,14
11,-1.617,1.843,13,13
11,-1.241,1.457,17,5
11,-1.917,1.024,8,22
11,-1.073,2.323,18,4
